"","size_f","size.length.um.used.for.conversions","shape","polymer","particle.volume.um3","density.mg.um.3","organism.group","environment","bio.org","treatments","effect","effect_f","effect_10","exposure.duration.d","exposure.route","media.temp","lvl1_f","lvl2_f","dose.mg.L.master","sex","media.ph","media.sal.ppt","dose.particles.mL.master","effect.metric","functional.group","charge","zetapotential.mV","max.size.ingest.mm","acute.chronic_f","dose.mg.L.master.AF.noec","dose.particles.mL.master.AF.noec","dose.um3.mL.master","effect.score"
"1532","1µm < 100µm",96,"fragment","PE",74119.46981,9.35e-10,"Plant","Freshwater","organism",3,"N","N",0,7,"water",24,"Fitness","Growth",100,NA,NA,NA,1442.965957,"HONEC",NA,NA,NA,NA,"Unavailable",100,1442.965957,106951871.686719,3
"1533","1µm < 100µm",96,"fragment","PE",74119.46981,9.35e-10,"Plant","Freshwater","organism",3,"Y","Y",1,7,"water",24,"Fitness","Growth",10,NA,NA,NA,144.2965957,"LOEC",NA,NA,NA,NA,"Unavailable",20,288.5931914,10695187.1686719,3
"1534","1µm < 100µm",96,"fragment","PE",74119.46981,9.35e-10,"Plant","Freshwater","organism",3,"Y","Y",1,7,"water",24,"Fitness","Growth",50,NA,NA,NA,721.4829783,NA,NA,NA,NA,NA,"Unavailable",NA,NA,53475935.8285357,3
"1535","1µm < 100µm",96,"fragment","PE",74119.46981,9.35e-10,"Plant","Freshwater","organism",3,"Y","Y",1,7,"water",24,"Fitness","Growth",100,NA,NA,NA,1442.965957,NA,NA,NA,NA,NA,"Unavailable",NA,NA,106951871.686719,3
"1536","1µm < 100µm",96,"fragment","PE",74119.46981,9.35e-10,"Plant","Freshwater","subcell",3,"N","N",0,7,"water",24,"Fitness","Growth",10,NA,NA,NA,144.2965957,NA,NA,NA,NA,NA,"Unavailable",NA,NA,10695187.1686719,1
"1537","1µm < 100µm",96,"fragment","PE",74119.46981,9.35e-10,"Plant","Freshwater","subcell",3,"N","N",0,7,"water",24,"Fitness","Growth",50,NA,NA,NA,721.4829783,NA,NA,NA,NA,NA,"Unavailable",NA,NA,53475935.8285357,1
"1538","1µm < 100µm",96,"fragment","PE",74119.46981,9.35e-10,"Plant","Freshwater","subcell",3,"N","N",0,7,"water",24,"Fitness","Growth",100,NA,NA,NA,1442.965957,"HONEC",NA,NA,NA,NA,"Unavailable",100,1442.965957,106951871.686719,1
"1539","1µm < 100µm",96,"fragment","PE",74119.46981,9.35e-10,"Plant","Freshwater","cell",3,"N","N",0,7,"water",24,"Fitness","Mortality",10,NA,NA,NA,144.2965957,NA,NA,NA,NA,NA,"Unavailable",NA,NA,10695187.1686719,1
"1540","1µm < 100µm",96,"fragment","PE",74119.46981,9.35e-10,"Plant","Freshwater","cell",3,"N","N",0,7,"water",24,"Fitness","Mortality",50,NA,NA,NA,721.4829783,NA,NA,NA,NA,NA,"Unavailable",NA,NA,53475935.8285357,1
"1541","1µm < 100µm",96,"fragment","PE",74119.46981,9.35e-10,"Plant","Freshwater","cell",3,"N","N",0,7,"water",24,"Fitness","Mortality",100,NA,NA,NA,1442.965957,"HONEC",NA,NA,NA,NA,"Unavailable",100,1442.965957,106951871.686719,1
"1542","1µm < 100µm",28.5,"sphere","PE",12120.85351,1e-09,"Echinoderm","Marine","organism",4,"N","N",0,5,"water",26,"Fitness","Growth",0.012169337,NA,NA,NA,1,NA,NA,NA,NA,NA,"Unavailable",NA,NA,12120.85351,3
"1543","1µm < 100µm",28.5,"sphere","PE",12120.85351,1e-09,"Echinoderm","Marine","organism",4,"N","N",0,5,"water",26,"Fitness","Growth",0.121693369,NA,NA,NA,10,NA,NA,NA,NA,NA,"Unavailable",NA,NA,121208.5351,3
"1544","1µm < 100µm",28.5,"sphere","PE",12120.85351,1e-09,"Echinoderm","Marine","organism",4,"N","N",0,5,"water",26,"Fitness","Growth",1.216933692,NA,NA,NA,100,"NOEC",NA,NA,NA,NA,"Unavailable",1.216933692,100,1212085.351,3
"1545","1µm < 100µm",28.5,"sphere","PE",12120.85351,1e-09,"Echinoderm","Marine","organism",4,"Y","Y",1,5,"water",26,"Fitness","Growth",3.650801076,NA,NA,NA,300,"LOEC",NA,NA,NA,NA,"Unavailable",7.301602152,600,3636256.053,3
"1546","1µm < 100µm",28.5,"sphere","PE",12120.85351,1e-09,"Echinoderm","Marine","organism",4,"N","N",0,5,"water",26,"Fitness","Mortality",0.012169337,NA,NA,NA,1,NA,NA,NA,NA,NA,"Unavailable",NA,NA,12120.85351,6
"1547","1µm < 100µm",28.5,"sphere","PE",12120.85351,1e-09,"Echinoderm","Marine","organism",4,"N","N",0,5,"water",26,"Fitness","Mortality",0.121693369,NA,NA,NA,10,NA,NA,NA,NA,NA,"Unavailable",NA,NA,121208.5351,6
"1548","1µm < 100µm",28.5,"sphere","PE",12120.85351,1e-09,"Echinoderm","Marine","organism",4,"N","N",0,5,"water",26,"Fitness","Mortality",1.216933692,NA,NA,NA,100,NA,NA,NA,NA,NA,"Unavailable",NA,NA,1212085.351,6
"1549","1µm < 100µm",28.5,"sphere","PE",12120.85351,1e-09,"Echinoderm","Marine","organism",4,"N","N",0,5,"water",26,"Fitness","Mortality",3.650801076,NA,NA,NA,300,"HONEC",NA,NA,NA,NA,"Unavailable",3.650801076,300,3636256.053,6
"1550","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","organism",3,"N","N",0,20,"water",28.42,"Fitness","Growth",0.005,NA,7.26,NA,1040,NA,NA,NA,NA,NA,"Acute",NA,NA,119802.617272,3
"1551","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","organism",3,"N","N",0,20,"water",28.42,"Fitness","Growth",0.05,NA,7.26,NA,10400,NA,NA,NA,NA,NA,"Acute",NA,NA,1198026.17272,3
"1552","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","organism",3,"N","N",0,20,"water",28.42,"Fitness","Growth",0.5,NA,7.26,NA,104000,"HONEC",NA,NA,NA,NA,"Acute",0.5,104000,11980261.7272,3
"1553","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","organism",3,"N","N",0,20,"water",28.42,"Fitness","Growth",0.005,NA,7.26,NA,1040,NA,NA,NA,NA,NA,"Acute",NA,NA,119802.617272,3
"1554","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","organism",3,"N","N",0,20,"water",28.42,"Fitness","Growth",0.05,NA,7.26,NA,10400,NA,NA,NA,NA,NA,"Acute",NA,NA,1198026.17272,3
"1555","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","organism",3,"N","N",0,20,"water",28.42,"Fitness","Growth",0.5,NA,7.26,NA,104000,"HONEC",NA,NA,NA,NA,"Acute",0.5,104000,11980261.7272,3
"1556","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","organism",3,"N","N",0,20,"water",28.42,"Fitness","Body Condition",0.005,NA,7.26,NA,1040,NA,NA,NA,NA,NA,"Acute",NA,NA,119802.617272,3
"1557","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","organism",3,"N","N",0,20,"water",28.42,"Fitness","Body Condition",0.05,NA,7.26,NA,10400,NA,NA,NA,NA,NA,"Acute",NA,NA,1198026.17272,3
"1558","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","organism",3,"N","N",0,20,"water",28.42,"Fitness","Body Condition",0.5,NA,7.26,NA,104000,"HONEC",NA,NA,NA,NA,"Acute",0.5,104000,11980261.7272,3
"1559","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","tissue",3,"N","N",0,20,"water",28.42,"Circulatory, Respiratory","Gill Histological Abnormalities",0.005,NA,7.26,NA,1040,NA,NA,NA,NA,NA,"Acute",NA,NA,119802.617272,1
"1560","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","tissue",3,"N","N",0,20,"water",28.42,"Circulatory, Respiratory","Gill Histological Abnormalities",0.05,NA,7.26,NA,10400,NA,NA,NA,NA,NA,"Acute",NA,NA,1198026.17272,1
"1561","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","tissue",3,"N","N",0,20,"water",28.42,"Circulatory, Respiratory","Gill Histological Abnormalities",0.5,NA,7.26,NA,104000,"HONEC",NA,NA,NA,NA,"Acute",0.5,104000,11980261.7272,1
"1562","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","tissue",3,"N","N",0,20,"water",28.42,"Alimentary, Excretory","Liver Histological Abnormalities",0.005,NA,7.26,NA,1040,NA,NA,NA,NA,NA,"Acute",NA,NA,119802.617272,1
"1563","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","tissue",3,"N","N",0,20,"water",28.42,"Alimentary, Excretory","Liver Histological Abnormalities",0.05,NA,7.26,NA,10400,NA,NA,NA,NA,NA,"Acute",NA,NA,1198026.17272,1
"1564","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","tissue",3,"N","N",0,20,"water",28.42,"Alimentary, Excretory","Liver Histological Abnormalities",0.5,NA,7.26,NA,104000,"HONEC",NA,NA,NA,NA,"Acute",0.5,104000,11980261.7272,1
"1565","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","tissue",3,"N","N",0,20,"water",28.42,"Behavioral, Sensory, Neurological","Brain Histological Abnormalities",0.005,NA,7.26,NA,1040,NA,NA,NA,NA,NA,"Acute",NA,NA,119802.617272,1
"1566","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","tissue",3,"N","N",0,20,"water",28.42,"Behavioral, Sensory, Neurological","Brain Histological Abnormalities",0.05,NA,7.26,NA,10400,NA,NA,NA,NA,NA,"Acute",NA,NA,1198026.17272,1
"1567","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","tissue",3,"N","N",0,20,"water",28.42,"Behavioral, Sensory, Neurological","Brain Histological Abnormalities",0.5,NA,7.26,NA,104000,"HONEC",NA,NA,NA,NA,"Acute",0.5,104000,11980261.7272,1
"1568","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","tissue",3,"N","N",0,20,"water",28.42,"Alimentary, Excretory","Kidney Histological abnormalities",0.005,NA,7.26,NA,1040,NA,NA,NA,NA,NA,"Acute",NA,NA,119802.617272,1
"1569","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","tissue",3,"N","N",0,20,"water",28.42,"Alimentary, Excretory","Kidney Histological abnormalities",0.05,NA,7.26,NA,10400,NA,NA,NA,NA,NA,"Acute",NA,NA,1198026.17272,1
"1570","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","tissue",3,"N","N",0,20,"water",28.42,"Alimentary, Excretory","Kidney Histological abnormalities",0.5,NA,7.26,NA,104000,"HONEC",NA,NA,NA,NA,"Acute",0.5,104000,11980261.7272,1
"1571","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","tissue",3,"N","N",0,20,"water",28.42,"Alimentary, Excretory","Digestive Tract Histological Abnormalities",0.005,NA,7.26,NA,1040,NA,NA,NA,NA,NA,"Acute",NA,NA,119802.617272,1
"1572","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","tissue",3,"N","N",0,20,"water",28.42,"Alimentary, Excretory","Digestive Tract Histological Abnormalities",0.05,NA,7.26,NA,10400,NA,NA,NA,NA,NA,"Acute",NA,NA,1198026.17272,1
"1573","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","tissue",3,"N","N",0,20,"water",28.42,"Alimentary, Excretory","Digestive Tract Histological Abnormalities",0.5,NA,7.26,NA,104000,"HONEC",NA,NA,NA,NA,"Acute",0.5,104000,11980261.7272,1
"1574","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","subcell",3,"N","N",0,20,"water",28.42,"Stress","Stress",0.005,NA,7.26,NA,1040,NA,NA,NA,NA,NA,"Acute",NA,NA,119802.617272,1
"1575","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","subcell",3,"N","N",0,20,"water",28.42,"Stress","Stress",0.05,NA,7.26,NA,10400,NA,NA,NA,NA,NA,"Acute",NA,NA,1198026.17272,1
"1576","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","subcell",3,"N","N",0,20,"water",28.42,"Stress","Stress",0.5,NA,7.26,NA,104000,"HONEC",NA,NA,NA,NA,"Acute",0.5,104000,11980261.7272,1
"1577","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","subcell",3,"N","N",0,20,"water",28.42,"Stress","Stress",0.005,NA,7.26,NA,1040,NA,NA,NA,NA,NA,"Acute",NA,NA,119802.617272,1
"1578","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","subcell",3,"N","N",0,20,"water",28.42,"Stress","Stress",0.05,NA,7.26,NA,10400,NA,NA,NA,NA,NA,"Acute",NA,NA,1198026.17272,1
"1579","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","subcell",3,"N","N",0,20,"water",28.42,"Stress","Stress",0.5,NA,7.26,NA,104000,"HONEC",NA,NA,NA,NA,"Acute",0.5,104000,11980261.7272,1
"1580","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","subcell",3,"N","N",0,20,"water",28.42,"Metabolism","Oxidative Stress",0.005,NA,7.26,NA,1040,NA,NA,NA,NA,NA,"Acute",NA,NA,119802.617272,1
"1581","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","subcell",3,"N","N",0,20,"water",28.42,"Metabolism","Oxidative Stress",0.05,NA,7.26,NA,10400,NA,NA,NA,NA,NA,"Acute",NA,NA,1198026.17272,1
"1582","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","subcell",3,"N","N",0,20,"water",28.42,"Metabolism","Oxidative Stress",0.5,NA,7.26,NA,104000,"HONEC",NA,NA,NA,NA,"Acute",0.5,104000,11980261.7272,1
"1583","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","subcell",3,"N","N",0,20,"water",28.42,"Stress","Stress",0.005,NA,7.26,NA,1040,NA,NA,NA,NA,NA,"Acute",NA,NA,119802.617272,1
"1584","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","subcell",3,"N","N",0,20,"water",28.42,"Stress","Stress",0.05,NA,7.26,NA,10400,NA,NA,NA,NA,NA,"Acute",NA,NA,1198026.17272,1
"1585","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","subcell",3,"N","N",0,20,"water",28.42,"Stress","Stress",0.5,NA,7.26,NA,104000,"HONEC",NA,NA,NA,NA,"Acute",0.5,104000,11980261.7272,1
"1586","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","subcell",3,"N","N",0,20,"water",28.42,"Stress","Stress",0.005,NA,7.26,NA,1040,NA,NA,NA,NA,NA,"Acute",NA,NA,119802.617272,1
"1587","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","subcell",3,"N","N",0,20,"water",28.42,"Stress","Stress",0.05,NA,7.26,NA,10400,NA,NA,NA,NA,NA,"Acute",NA,NA,1198026.17272,1
"1588","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","subcell",3,"N","N",0,20,"water",28.42,"Stress","Stress",0.5,NA,7.26,NA,104000,"HONEC",NA,NA,NA,NA,"Acute",0.5,104000,11980261.7272,1
"1589","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","subcell",3,"N","N",0,20,"water",28.42,"Metabolism","Oxidative Stress",0.005,NA,7.26,NA,1040,NA,NA,NA,NA,NA,"Acute",NA,NA,119802.617272,1
"1590","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","subcell",3,"N","N",0,20,"water",28.42,"Metabolism","Oxidative Stress",0.05,NA,7.26,NA,10400,NA,NA,NA,NA,NA,"Acute",NA,NA,1198026.17272,1
"1591","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","subcell",3,"N","N",0,20,"water",28.42,"Metabolism","Oxidative Stress",0.5,NA,7.26,NA,104000,"HONEC",NA,NA,NA,NA,"Acute",0.5,104000,11980261.7272,1
"1592","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","subcell",3,"N","N",0,20,"water",28.42,"Metabolism","Oxidative Stress",0.005,NA,7.26,NA,1040,NA,NA,NA,NA,NA,"Acute",NA,NA,119802.617272,1
"1593","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","subcell",3,"N","N",0,20,"water",28.42,"Metabolism","Oxidative Stress",0.05,NA,7.26,NA,10400,NA,NA,NA,NA,NA,"Acute",NA,NA,1198026.17272,1
"1594","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","subcell",3,"N","N",0,20,"water",28.42,"Metabolism","Oxidative Stress",0.5,NA,7.26,NA,104000,"HONEC",NA,NA,NA,NA,"Acute",0.5,104000,11980261.7272,1
"1595","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","subcell",3,"N","N",0,20,"water",28.42,"Metabolism","Detoxification",0.005,NA,7.26,NA,1040,NA,NA,NA,NA,NA,"Acute",NA,NA,119802.617272,1
"1596","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","subcell",3,"N","N",0,20,"water",28.42,"Metabolism","Detoxification",0.05,NA,7.26,NA,10400,NA,NA,NA,NA,NA,"Acute",NA,NA,1198026.17272,1
"1597","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","subcell",3,"N","N",0,20,"water",28.42,"Metabolism","Detoxification",0.5,NA,7.26,NA,104000,"HONEC",NA,NA,NA,NA,"Acute",0.5,104000,11980261.7272,1
"1598","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","subcell",3,"N","N",0,20,"water",28.42,"Behavioral, Sensory, Neurological","Nervous System",0.005,NA,7.26,NA,1040,NA,NA,NA,NA,NA,"Acute",NA,NA,119802.617272,1
"1599","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","subcell",3,"N","N",0,20,"water",28.42,"Behavioral, Sensory, Neurological","Nervous System",0.05,NA,7.26,NA,10400,NA,NA,NA,NA,NA,"Acute",NA,NA,1198026.17272,1
"1600","1µm < 100µm",11.12,"fragment","PE",115.1948243,9.35e-10,"Fish","Freshwater","subcell",3,"N","N",0,20,"water",28.42,"Behavioral, Sensory, Neurological","Nervous System",0.5,NA,7.26,NA,104000,"HONEC",NA,NA,NA,NA,"Acute",0.5,104000,11980261.7272,1
"1601","100nm < 1µm",0.1827,"sphere","PS",0.003193113,1.05e-09,"Crustacea","Freshwater","organism",5,"N","N",0,2,"water",21,"Fitness","Mortality",1,NA,NA,NA,298260977.3,NA,"COOH","negative",-28,0.11487,"Acute",NA,NA,952381.004009335,6
"1602","100nm < 1µm",0.1827,"sphere","PS",0.003193113,1.05e-09,"Crustacea","Freshwater","organism",5,"N","N",0,2,"water",21,"Fitness","Mortality",5,NA,NA,NA,1491304887,NA,"COOH","negative",-28,0.11487,"Acute",NA,NA,4761905.02164323,6
"1603","100nm < 1µm",0.1827,"sphere","PS",0.003193113,1.05e-09,"Crustacea","Freshwater","organism",5,"N","N",0,2,"water",21,"Fitness","Mortality",10,NA,NA,NA,2982609773,"NOEC","COOH","negative",-28,0.11487,"Acute",10,2982609773,9523810.04009335,6
"1604","100nm < 1µm",0.1827,"sphere","PS",0.003193113,1.05e-09,"Crustacea","Freshwater","organism",5,"Y","Y",1,2,"water",21,"Fitness","Mortality",20,NA,NA,NA,5965219546,"LOEC","COOH","negative",-28,0.11487,"Acute",40,11930439092,19047620.0801867,6
"1605","100nm < 1µm",0.1827,"sphere","PS",0.003193113,1.05e-09,"Crustacea","Freshwater","organism",5,"Y","Y",1,2,"water",21,"Fitness","Mortality",30,NA,NA,NA,8947829319,NA,"COOH","negative",-28,0.11487,"Acute",NA,NA,28571430.12028,6
"1606","100nm < 1µm",0.1827,"sphere","PS",0.003193113,1.05e-09,"Crustacea","Freshwater","organism",5,NA,NA,NA,2,"water",21,"Fitness","Mortality",25.96,NA,NA,NA,7742854971,"EC50","COOH","negative",-28,0.11487,"Acute",259.6,77428549710,24723810.8650147,6
"1607","100nm < 1µm",0.1827,"sphere","PS",0.003193113,1.05e-09,"Crustacea","Freshwater","organism",5,"N","N",0,2,"water",21,"Fitness","Mortality",1,NA,NA,NA,298260977.3,NA,"COOH","negative",-28,0.11487,"Acute",NA,NA,952381.004009335,6
"1608","100nm < 1µm",0.1827,"sphere","PS",0.003193113,1.05e-09,"Crustacea","Freshwater","organism",5,"N","N",0,2,"water",21,"Fitness","Mortality",5,NA,NA,NA,1491304887,"NOEC","COOH","negative",-28,0.11487,"Acute",5,1491304887,4761905.02164323,6
"1609","100nm < 1µm",0.1827,"sphere","PS",0.003193113,1.05e-09,"Crustacea","Freshwater","organism",5,"Y","Y",1,2,"water",21,"Fitness","Mortality",10,NA,NA,NA,2982609773,"LOEC","COOH","negative",-28,0.11487,"Acute",20,5965219546,9523810.04009335,6
"1610","100nm < 1µm",0.1827,"sphere","PS",0.003193113,1.05e-09,"Crustacea","Freshwater","organism",5,"Y","Y",1,2,"water",21,"Fitness","Mortality",20,NA,NA,NA,5965219546,NA,"COOH","negative",-28,0.11487,"Acute",NA,NA,19047620.0801867,6
"1611","100nm < 1µm",0.1827,"sphere","PS",0.003193113,1.05e-09,"Crustacea","Freshwater","organism",5,"Y","Y",1,2,"water",21,"Fitness","Mortality",30,NA,NA,NA,8947829319,NA,"COOH","negative",-28,0.11487,"Acute",NA,NA,28571430.12028,6
"1612","100nm < 1µm",0.1827,"sphere","PS",0.003193113,1.05e-09,"Crustacea","Freshwater","organism",5,"N","N",0,2,"water",21,"Fitness","Mortality",5,NA,NA,NA,1491304887,NA,"COOH","negative",-28,0.11487,"Acute",NA,NA,4761905.02164323,6
"1613","100nm < 1µm",0.1827,"sphere","PS",0.003193113,1.05e-09,"Crustacea","Freshwater","organism",5,"N","N",0,2,"water",21,"Fitness","Mortality",5,NA,NA,NA,1491304887,"NOEC","COOH","negative",-28,0.11487,"Acute",5,1491304887,4761905.02164323,6
"1614","100nm < 1µm",0.1827,"sphere","PS",0.003193113,1.05e-09,"Crustacea","Freshwater","organism",5,"Y","Y",1,2,"water",21,"Fitness","Mortality",5,NA,NA,NA,1491304887,"LOEC","COOH","negative",-28,0.11487,"Acute",10,2982609774,4761905.02164323,6
"1615","100nm < 1µm",0.1827,"sphere","PS",0.003193113,1.05e-09,"Crustacea","Freshwater","organism",5,"N","N",0,2,"water",21,"Fitness","Mortality",5,NA,NA,NA,1491304887,NA,"COOH","negative",-28,0.11487,"Acute",NA,NA,4761905.02164323,6
"1616","100nm < 1µm",0.1827,"sphere","PS",0.003193113,1.05e-09,"Crustacea","Freshwater","organism",5,"N","N",0,2,"water",21,"Fitness","Mortality",5,NA,NA,NA,1491304887,NA,"COOH","negative",-28,0.11487,"Acute",NA,NA,4761905.02164323,6
"1617","100nm < 1µm",0.1827,"sphere","PS",0.003193113,1.05e-09,"Crustacea","Freshwater","organism",5,"N","N",0,2,"water",21,"Fitness","Mortality",1,NA,NA,NA,298260977.3,"NOEC","COOH","negative",-28,0.11487,"Acute",1,298260977.3,952381.004009335,6
"1618","100nm < 1µm",0.1827,"sphere","PS",0.003193113,1.05e-09,"Crustacea","Freshwater","organism",5,"Y","Y",1,2,"water",21,"Fitness","Mortality",5,NA,NA,NA,1491304887,"LOEC","COOH","negative",-28,0.11487,"Acute",10,2982609774,4761905.02164323,6
"1619","100nm < 1µm",0.1827,"sphere","PS",0.003193113,1.05e-09,"Crustacea","Freshwater","organism",5,"Y","Y",1,2,"water",21,"Fitness","Mortality",10,NA,NA,NA,2982609773,NA,"COOH","negative",-28,0.11487,"Acute",NA,NA,9523810.04009335,6
"1620","100nm < 1µm",0.1827,"sphere","PS",0.003193113,1.05e-09,"Crustacea","Freshwater","organism",5,"Y","Y",1,2,"water",21,"Fitness","Mortality",20,NA,NA,NA,5965219546,NA,"COOH","negative",-28,0.11487,"Acute",NA,NA,19047620.0801867,6
"1621","100nm < 1µm",0.1827,"sphere","PS",0.003193113,1.05e-09,"Crustacea","Freshwater","organism",5,"Y","Y",1,2,"water",21,"Fitness","Mortality",30,NA,NA,NA,8947829319,NA,"COOH","negative",-28,0.11487,"Acute",NA,NA,28571430.12028,6
"1622","100nm < 1µm",0.194,"sphere","PS",0.003822996,1.05e-09,"Crustacea","Freshwater","organism",5,"N","N",0,2,"water",21,"Fitness","Mortality",1,NA,NA,NA,249119021.2,NA,NA,"negative",-31.1,0.11487,"Acute",NA,NA,952381.021571515,6
"1623","100nm < 1µm",0.194,"sphere","PS",0.003822996,1.05e-09,"Crustacea","Freshwater","organism",5,"N","N",0,2,"water",21,"Fitness","Mortality",5,NA,NA,NA,1245595106,NA,NA,"negative",-31.1,0.11487,"Acute",NA,NA,4761905.10785758,6
"1624","100nm < 1µm",0.194,"sphere","PS",0.003822996,1.05e-09,"Crustacea","Freshwater","organism",5,"N","N",0,2,"water",21,"Fitness","Mortality",10,NA,NA,NA,2491190212,"NOEC",NA,"negative",-31.1,0.11487,"Acute",10,2491190212,9523810.21571515,6
"1625","100nm < 1µm",0.194,"sphere","PS",0.003822996,1.05e-09,"Crustacea","Freshwater","organism",5,"Y","Y",1,2,"water",21,"Fitness","Mortality",20,NA,NA,NA,4982380424,"LOEC",NA,"negative",-31.1,0.11487,"Acute",40,9964760848,19047620.4314303,6
"1626","100nm < 1µm",0.194,"sphere","PS",0.003822996,1.05e-09,"Crustacea","Freshwater","organism",5,"Y","Y",1,2,"water",21,"Fitness","Mortality",30,NA,NA,NA,7473570635,NA,NA,"negative",-31.1,0.11487,"Acute",NA,NA,28571430.6433225,6
"1627","100nm < 1µm",0.194,"sphere","PS",0.003822996,1.05e-09,"Crustacea","Freshwater","organism",5,NA,NA,NA,2,"water",21,"Fitness","Mortality",42.78,NA,NA,NA,10657311726,"EC50",NA,"negative",-31.1,0.11487,"Acute",427.8,106573117260,40742860.0992511,6
"1628","100nm < 1µm",0.194,"sphere","PS",0.003822996,1.05e-09,"Crustacea","Freshwater","organism",5,"N","N",0,2,"water",21,"Fitness","Mortality",1,NA,NA,NA,249119021.2,NA,NA,"negative",-31.1,0.11487,"Acute",NA,NA,952381.021571515,6
"1629","100nm < 1µm",0.194,"sphere","PS",0.003822996,1.05e-09,"Crustacea","Freshwater","organism",5,"N","N",0,2,"water",21,"Fitness","Mortality",5,NA,NA,NA,1245595106,NA,NA,"negative",-31.1,0.11487,"Acute",NA,NA,4761905.10785758,6
