"","size_f","size.length.um.used.for.conversions","shape","polymer","particle.volume.um3","density.mg.um.3","organism.group","environment","bio.org","treatments","effect","effect_f","effect_10","exposure.duration.d","exposure.route","media.temp","lvl1_f","lvl2_f","dose.mg.L.master","sex","media.ph","media.sal.ppt","dose.particles.mL.master","effect.metric","functional.group","charge","zetapotential.mV","max.size.ingest.mm","acute.chronic_f","dose.mg.L.master.AF.noec","dose.particles.mL.master.AF.noec","dose.um3.mL.master","effect.score"
"5645","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.02,"M",NA,NA,5.5013,"NOEC",NA,NA,NA,NA,"Chronic",0.02,5.5013,2880.47394420828,1
"5646","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Sex Hormones",0.2,"M",NA,NA,50.0987,"LOEC",NA,NA,NA,NA,"Chronic",0.4,100.1974,26231.6179791517,1
"5647","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.002,"M",NA,NA,0.5787,NA,NA,NA,NA,NA,"Chronic",NA,NA,303.00661143972,1
"5648","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.02,"M",NA,NA,5.5013,NA,NA,NA,NA,NA,"Chronic",NA,NA,2880.47394420828,1
"5649","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.2,"M",NA,NA,50.0987,"HONEC",NA,NA,NA,NA,"Chronic",0.2,50.0987,26231.6179791517,1
"5650","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.002,"M",NA,NA,0.5787,NA,NA,NA,NA,NA,"Chronic",NA,NA,303.00661143972,1
"5651","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.02,"M",NA,NA,5.5013,"NOEC",NA,NA,NA,NA,"Chronic",0.02,5.5013,2880.47394420828,1
"5652","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Sex Hormones",0.2,"M",NA,NA,50.0987,"LOEC",NA,NA,NA,NA,"Chronic",0.4,100.1974,26231.6179791517,1
"5653","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Sex Hormones",0.002,"M",NA,NA,0.5787,"LOEC",NA,NA,NA,NA,"Chronic",0.004,1.1574,303.00661143972,1
"5654","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Sex Hormones",0.02,"M",NA,NA,5.5013,NA,NA,NA,NA,NA,"Chronic",NA,NA,2880.47394420828,1
"5655","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.2,"M",NA,NA,50.0987,NA,NA,NA,NA,NA,"Chronic",NA,NA,26231.6179791517,1
"5656","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Reproduction",0.002,"M",NA,NA,0.5787,"LOEC",NA,NA,NA,NA,"Chronic",0.004,1.1574,303.00661143972,1
"5657","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Reproduction",0.02,"M",NA,NA,5.5013,NA,NA,NA,NA,NA,"Chronic",NA,NA,2880.47394420828,1
"5658","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Reproduction",0.2,"M",NA,NA,50.0987,NA,NA,NA,NA,NA,"Chronic",NA,NA,26231.6179791517,1
"5659","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Reproduction",0.002,"M",NA,NA,0.5787,NA,NA,NA,NA,NA,"Chronic",NA,NA,303.00661143972,1
"5660","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Reproduction",0.02,"M",NA,NA,5.5013,"NOEC",NA,NA,NA,NA,"Chronic",0.02,5.5013,2880.47394420828,1
"5661","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Reproduction",0.2,"M",NA,NA,50.0987,"LOEC",NA,NA,NA,NA,"Chronic",0.4,100.1974,26231.6179791517,1
"5662","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.002,"M",NA,NA,0.5787,NA,NA,NA,NA,NA,"Chronic",NA,NA,303.00661143972,1
"5663","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.02,"M",NA,NA,5.5013,"NOEC",NA,NA,NA,NA,"Chronic",0.02,5.5013,2880.47394420828,1
"5664","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Sex Hormones",0.2,"M",NA,NA,50.0987,"LOEC",NA,NA,NA,NA,"Chronic",0.4,100.1974,26231.6179791517,1
"5665","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.002,"M",NA,NA,0.5787,NA,NA,NA,NA,NA,"Chronic",NA,NA,303.00661143972,1
"5666","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.02,"M",NA,NA,5.5013,NA,NA,NA,NA,NA,"Chronic",NA,NA,2880.47394420828,1
"5667","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.2,"M",NA,NA,50.0987,"HONEC",NA,NA,NA,NA,"Chronic",0.2,50.0987,26231.6179791517,1
"5668","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Reproduction",0.002,"M",NA,NA,0.5787,"LOEC",NA,NA,NA,NA,"Chronic",0.004,1.1574,303.00661143972,1
"5669","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Reproduction",0.02,"M",NA,NA,5.5013,NA,NA,NA,NA,NA,"Chronic",NA,NA,2880.47394420828,1
"5670","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Reproduction",0.2,"M",NA,NA,50.0987,NA,NA,NA,NA,NA,"Chronic",NA,NA,26231.6179791517,1
"5671","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Reproduction",0.002,"M",NA,NA,0.5787,"LOEC",NA,NA,NA,NA,"Chronic",0.004,1.1574,303.00661143972,1
"5672","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Reproduction",0.02,"M",NA,NA,5.5013,NA,NA,NA,NA,NA,"Chronic",NA,NA,2880.47394420828,1
"5673","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Reproduction",0.2,"M",NA,NA,50.0987,NA,NA,NA,NA,NA,"Chronic",NA,NA,26231.6179791517,1
"5674","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.002,"F",NA,NA,0.5787,"NOEC",NA,NA,NA,NA,"Chronic",0.002,0.5787,303.00661143972,1
"5675","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Sex Hormones",0.02,"F",NA,NA,5.5013,"LOEC",NA,NA,NA,NA,"Chronic",0.04,11.0026,2880.47394420828,1
"5676","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Sex Hormones",0.2,"F",NA,NA,50.0987,NA,NA,NA,NA,NA,"Chronic",NA,NA,26231.6179791517,1
"5677","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Sex Hormones",0.002,"F",NA,NA,0.5787,"LOEC",NA,NA,NA,NA,"Chronic",0.004,1.1574,303.00661143972,1
"5678","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Sex Hormones",0.02,"F",NA,NA,5.5013,NA,NA,NA,NA,NA,"Chronic",NA,NA,2880.47394420828,1
"5679","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Sex Hormones",0.2,"F",NA,NA,50.0987,NA,NA,NA,NA,NA,"Chronic",NA,NA,26231.6179791517,1
"5680","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Sex Hormones",0.002,"F",NA,NA,0.5787,"LOEC",NA,NA,NA,NA,"Chronic",0.004,1.1574,303.00661143972,1
"5681","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Sex Hormones",0.02,"F",NA,NA,5.5013,NA,NA,NA,NA,NA,"Chronic",NA,NA,2880.47394420828,1
"5682","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Sex Hormones",0.2,"F",NA,NA,50.0987,NA,NA,NA,NA,NA,"Chronic",NA,NA,26231.6179791517,1
"5683","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.002,"F",NA,NA,0.5787,"NOEC",NA,NA,NA,NA,"Chronic",0.002,0.5787,303.00661143972,1
"5684","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Sex Hormones",0.02,"F",NA,NA,5.5013,"LOEC",NA,NA,NA,NA,"Chronic",0.04,11.0026,2880.47394420828,1
"5685","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Sex Hormones",0.2,"F",NA,NA,50.0987,NA,NA,NA,NA,NA,"Chronic",NA,NA,26231.6179791517,1
"5686","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.002,"F",NA,NA,0.5787,NA,NA,NA,NA,NA,"Chronic",NA,NA,303.00661143972,1
"5687","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.02,"F",NA,NA,5.5013,"NOEC",NA,NA,NA,NA,"Chronic",0.02,5.5013,2880.47394420828,1
"5688","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Sex Hormones",0.2,"F",NA,NA,50.0987,"LOEC",NA,NA,NA,NA,"Chronic",0.4,100.1974,26231.6179791517,1
"5689","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.002,"F",NA,NA,0.5787,"NOEC",NA,NA,NA,NA,"Chronic",0.002,0.5787,303.00661143972,1
"5690","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Sex Hormones",0.02,"F",NA,NA,5.5013,"LOEC",NA,NA,NA,NA,"Chronic",0.04,11.0026,2880.47394420828,1
"5691","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Sex Hormones",0.2,"F",NA,NA,50.0987,NA,NA,NA,NA,NA,"Chronic",NA,NA,26231.6179791517,1
"5692","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.002,"F",NA,NA,0.5787,NA,NA,NA,NA,NA,"Chronic",NA,NA,303.00661143972,1
"5693","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.02,"F",NA,NA,5.5013,NA,NA,NA,NA,NA,"Chronic",NA,NA,2880.47394420828,1
"5694","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.2,"F",NA,NA,50.0987,"HONEC",NA,NA,NA,NA,"Chronic",0.2,50.0987,26231.6179791517,1
"5695","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.002,"F",NA,NA,0.5787,NA,NA,NA,NA,NA,"Chronic",NA,NA,303.00661143972,1
"5696","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.02,"F",NA,NA,5.5013,NA,NA,NA,NA,NA,"Chronic",NA,NA,2880.47394420828,1
"5697","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.2,"F",NA,NA,50.0987,"HONEC",NA,NA,NA,NA,"Chronic",0.2,50.0987,26231.6179791517,1
"5698","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.002,"F",NA,NA,0.5787,NA,NA,NA,NA,NA,"Chronic",NA,NA,303.00661143972,1
"5699","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.02,"F",NA,NA,5.5013,NA,NA,NA,NA,NA,"Chronic",NA,NA,2880.47394420828,1
"5700","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.2,"F",NA,NA,50.0987,"HONEC",NA,NA,NA,NA,"Chronic",0.2,50.0987,26231.6179791517,1
"5701","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.002,"F",NA,NA,0.5787,NA,NA,NA,NA,NA,"Chronic",NA,NA,303.00661143972,1
"5702","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.02,"F",NA,NA,5.5013,NA,NA,NA,NA,NA,"Chronic",NA,NA,2880.47394420828,1
"5703","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.2,"F",NA,NA,50.0987,"HONEC",NA,NA,NA,NA,"Chronic",0.2,50.0987,26231.6179791517,1
"5704","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Sex Hormones",0.002,"F",NA,NA,0.5787,"LOEC",NA,NA,NA,NA,"Chronic",0.004,1.1574,303.00661143972,1
"5705","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Sex Hormones",0.02,"F",NA,NA,5.5013,NA,NA,NA,NA,NA,"Chronic",NA,NA,2880.47394420828,1
"5706","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Sex Hormones",0.2,"F",NA,NA,50.0987,NA,NA,NA,NA,NA,"Chronic",NA,NA,26231.6179791517,1
"5707","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.002,"F",NA,NA,0.5787,NA,NA,NA,NA,NA,"Chronic",NA,NA,303.00661143972,1
"5708","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.02,"F",NA,NA,5.5013,"NOEC",NA,NA,NA,NA,"Chronic",0.02,5.5013,2880.47394420828,1
"5709","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Sex Hormones",0.2,"F",NA,NA,50.0987,"LOEC",NA,NA,NA,NA,"Chronic",0.4,100.1974,26231.6179791517,1
"5710","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Sex Hormones",0.002,"F",NA,NA,0.5787,"LOEC",NA,NA,NA,NA,"Chronic",0.004,1.1574,303.00661143972,1
"5711","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Sex Hormones",0.02,"F",NA,NA,5.5013,NA,NA,NA,NA,NA,"Chronic",NA,NA,2880.47394420828,1
"5712","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Sex Hormones",0.2,"F",NA,NA,50.0987,NA,NA,NA,NA,NA,"Chronic",NA,NA,26231.6179791517,1
"5713","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Sex Hormones",0.002,"F",NA,NA,0.5787,"LOEC",NA,NA,NA,NA,"Chronic",0.004,1.1574,303.00661143972,1
"5714","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Sex Hormones",0.02,"F",NA,NA,5.5013,NA,NA,NA,NA,NA,"Chronic",NA,NA,2880.47394420828,1
"5715","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Sex Hormones",0.2,"F",NA,NA,50.0987,NA,NA,NA,NA,NA,"Chronic",NA,NA,26231.6179791517,1
"5716","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.002,"F",NA,NA,0.5787,"NOEC",NA,NA,NA,NA,"Chronic",0.002,0.5787,303.00661143972,1
"5717","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Sex Hormones",0.02,"F",NA,NA,5.5013,"LOEC",NA,NA,NA,NA,"Chronic",0.04,11.0026,2880.47394420828,1
"5718","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Sex Hormones",0.2,"F",NA,NA,50.0987,NA,NA,NA,NA,NA,"Chronic",NA,NA,26231.6179791517,1
"5719","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.002,"F",NA,NA,0.5787,"NOEC",NA,NA,NA,NA,"Chronic",0.002,0.5787,303.00661143972,1
"5720","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Sex Hormones",0.02,"F",NA,NA,5.5013,"LOEC",NA,NA,NA,NA,"Chronic",0.04,11.0026,2880.47394420828,1
"5721","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Sex Hormones",0.2,"F",NA,NA,50.0987,NA,NA,NA,NA,NA,"Chronic",NA,NA,26231.6179791517,1
"5722","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.002,"F",NA,NA,0.5787,"NOEC",NA,NA,NA,NA,"Chronic",0.002,0.5787,303.00661143972,1
"5723","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Sex Hormones",0.02,"F",NA,NA,5.5013,"LOEC",NA,NA,NA,NA,"Chronic",0.04,11.0026,2880.47394420828,1
"5724","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Sex Hormones",0.2,"F",NA,NA,50.0987,NA,NA,NA,NA,NA,"Chronic",NA,NA,26231.6179791517,1
"5725","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.002,"F",NA,NA,0.5787,"NOEC",NA,NA,NA,NA,"Chronic",0.002,0.5787,303.00661143972,1
"5726","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Sex Hormones",0.02,"F",NA,NA,5.5013,"LOEC",NA,NA,NA,NA,"Chronic",0.04,11.0026,2880.47394420828,1
"5727","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Sex Hormones",0.2,"F",NA,NA,50.0987,NA,NA,NA,NA,NA,"Chronic",NA,NA,26231.6179791517,1
"5728","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.002,"F",NA,NA,0.5787,"NOEC",NA,NA,NA,NA,"Chronic",0.002,0.5787,303.00661143972,1
"5729","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Sex Hormones",0.02,"F",NA,NA,5.5013,"LOEC",NA,NA,NA,NA,"Chronic",0.04,11.0026,2880.47394420828,1
"5730","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Sex Hormones",0.2,"F",NA,NA,50.0987,NA,NA,NA,NA,NA,"Chronic",NA,NA,26231.6179791517,1
"5731","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.002,"F",NA,NA,0.5787,NA,NA,NA,NA,NA,"Chronic",NA,NA,303.00661143972,1
"5732","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.02,"F",NA,NA,5.5013,NA,NA,NA,NA,NA,"Chronic",NA,NA,2880.47394420828,1
"5733","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.2,"F",NA,NA,50.0987,"HONEC",NA,NA,NA,NA,"Chronic",0.2,50.0987,26231.6179791517,1
"5734","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.002,"F",NA,NA,0.5787,"NOEC",NA,NA,NA,NA,"Chronic",0.002,0.5787,303.00661143972,1
"5735","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"Y","Y",1,60,"water",27,"Fitness","Sex Hormones",0.02,"F",NA,NA,5.5013,"LOEC",NA,NA,NA,NA,"Chronic",0.04,11.0026,2880.47394420828,1
"5736","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.2,"F",NA,NA,50.0987,"NOEC",NA,NA,NA,NA,"Chronic",0.2,50.0987,26231.6179791517,1
"5737","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.002,"F",NA,NA,0.5787,NA,NA,NA,NA,NA,"Chronic",NA,NA,303.00661143972,1
"5738","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.02,"F",NA,NA,5.5013,NA,NA,NA,NA,NA,"Chronic",NA,NA,2880.47394420828,1
"5739","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.2,"F",NA,NA,50.0987,"HONEC",NA,NA,NA,NA,"Chronic",0.2,50.0987,26231.6179791517,1
"5740","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.002,"F",NA,NA,0.5787,NA,NA,NA,NA,NA,"Chronic",NA,NA,303.00661143972,1
"5741","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.02,"F",NA,NA,5.5013,NA,NA,NA,NA,NA,"Chronic",NA,NA,2880.47394420828,1
"5742","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.2,"F",NA,NA,50.0987,"HONEC",NA,NA,NA,NA,"Chronic",0.2,50.0987,26231.6179791517,1
"5743","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.002,"F",NA,NA,0.5787,NA,NA,NA,NA,NA,"Chronic",NA,NA,303.00661143972,1
"5744","1µm < 100µm",10,"sphere","PS",523.5987756,1.07e-09,"Fish","Marine","subcell",3,"N","N",0,60,"water",27,"Fitness","Sex Hormones",0.02,"F",NA,NA,5.5013,"NOEC",NA,NA,NA,NA,"Chronic",0.02,5.5013,2880.47394420828,1
